slide_id,label
TCGA-66-2787-01A-01-BS1.8b35ca46-4a4b-4c92-8164-2993f0b4e109,tumor_tissue
TCGA-34-2608-11A-01-TS1.c039bee5-b849-4796-9be5-aa35b8d3edff,normal_tissue
TCGA-66-2791-01A-01-BS1.0e33b4ca-0d98-44bb-8085-9a3bdfeb76e5,tumor_tissue
TCGA-43-2578-01A-01-TS1.26726a9c-8345-42a1-a70f-5d3f4f3fac5a,tumor_tissue
TCGA-18-5592-01A-01-TS1.e7280bfc-a976-462a-9b64-da7a85d2832c,tumor_tissue
TCGA-43-8116-11A-01-TS1.f7501c32-50a2-44db-aaa4-2ece352d12d7,normal_tissue
TCGA-78-7148-01A-01-BS1.f9fd43a3-458f-461c-a306-d4558922b4e9,tumor_tissue
TCGA-66-2788-11A-01-TS1.e558cd74-cbee-45b2-86f7-468662d4714f,normal_tissue
TCGA-55-1596-01A-01-TS1.7362d5c7-8651-4ac7-8760-613fdc4f2a70,tumor_tissue
TCGA-44-7659-01A-01-BS1.644c216c-1d56-448c-9cb2-afade812e5c1,tumor_tissue
TCGA-56-8625-11A-01-TS1.bf174b41-a032-4567-a956-21d0b6d99b84,normal_tissue
TCGA-58-8387-11A-01-TS1.d249be88-c571-446c-9f67-2a894c00b205,normal_tissue
TCGA-55-8301-11A-01-TS1.cbe043d9-a89d-4c4c-a6fa-ca5268334b83,normal_tissue
TCGA-44-8117-01A-01-BS1.6f0d2b4e-04d2-4f3c-804b-e9b311d55d4e,tumor_tissue
TCGA-05-4390-01A-01-BS1.38f2a7ef-442a-4fa6-acad-6e5d567bdcfd,tumor_tissue
TCGA-33-AASB-11A-01-TSA.4E74FA0B-E64F-48B0-BFA3-1C41132CE771,normal_tissue
TCGA-60-2707-11A-01-BS1.67d71d35-fd22-48cd-ab0c-25a5a3531917,normal_tissue
TCGA-91-8499-11A-01-TS1.9064b248-3417-495b-b31e-99b27585b2d9,normal_tissue
TCGA-85-A512-01A-01-TSA.C10905AD-361F-48E5-9FFD-8DFDA6E256FD,tumor_tissue
TCGA-77-8153-01A-01-TS1.f808f5c4-36d7-4ef7-ac80-a82b1f8f2ecf,tumor_tissue
TCGA-44-7670-11A-01-TS1.08182a0f-aecf-4805-aef2-0912747c7061,normal_tissue
TCGA-78-7539-01A-01-TS1.1f2c8802-8e2b-4acf-adfe-6ac9bbf745ae,tumor_tissue
TCGA-05-4389-01A-01-BS1.20fc0609-bf70-479e-af94-b15f4c46bc69,tumor_tissue
TCGA-99-7458-01A-01-TS1.d839bea7-a4d0-493e-833f-ca1a8eccdc3e,tumor_tissue
TCGA-05-4250-01A-01-BS1.7e972936-987c-4e66-b640-b889837337e9,tumor_tissue
TCGA-21-1075-01A-01-BS1.6842c0d2-e3db-4840-abb6-a012ea8bbe22,tumor_tissue
TCGA-J2-8192-01A-01-BS1.651a26ef-07a0-48cc-80dc-ca1e83076f5b,tumor_tissue
TCGA-85-7843-01A-01-BS1.8741366f-04cb-45ed-8275-65e1ddc58e0c,tumor_tissue
TCGA-93-A4JN-01A-01-TSA.22080F8B-B9FE-4534-879B-049AA07CCD99,tumor_tissue
TCGA-21-1072-01A-01-TS1.d59a6b96-5f41-4aa6-805c-2c39d2b31347,tumor_tissue
TCGA-75-5147-01A-01-TS1.a9012624-dfdd-4067-9a7e-20ca9314b28f,tumor_tissue
TCGA-43-6647-11A-01-TS1.a3a4dbbb-c424-44dd-a372-78cbb86a1d4f,normal_tissue
TCGA-75-6211-01A-01-TS1.0b57076e-86c6-4eca-96a6-9210bdff863f,tumor_tissue
TCGA-77-8009-01A-01-TS1.ec044c7b-c377-4f9d-a0e0-1c5ee72db9ea,tumor_tissue
TCGA-66-2786-11A-01-TS1.c99d2754-1d25-4cb4-833b-9e51056a8669,normal_tissue
TCGA-34-5232-01A-01-BS1.dbbb83b6-a705-4a61-83ea-9a50bb94adca,tumor_tissue
TCGA-18-3412-01A-01-BS1.7fc01d2d-b99f-4b09-82cd-e342469c3157,tumor_tissue
TCGA-21-1072-01A-01-BS1.e1ef5626-2988-4d7e-8225-62fc00d57a2c,tumor_tissue
TCGA-52-7811-01A-01-BS1.52974717-08c5-4017-a586-f91483868060,tumor_tissue
TCGA-78-7539-01A-01-BS1.64dccf3d-b81e-4258-a6d2-4e0ba89fbfca,tumor_tissue
TCGA-37-A5EM-01A-02-TS2.39A9F811-3969-4CD1-AA10-F6F2C2A944CA,tumor_tissue
TCGA-98-A53C-01A-01-TS1.72B02688-C12E-4521-9D5D-D1CAA80730EB,tumor_tissue
TCGA-22-4591-11A-01-TS1.d594ecb3-1da7-48ed-922a-4082399a640a,normal_tissue
TCGA-34-8455-11A-01-TS1.6a8ea5b2-1a64-429e-be1c-71b8d9401dc1,normal_tissue
TCGA-68-7756-01A-01-TS1.206097ad-f83b-4203-a770-134f24d8f398,tumor_tissue
TCGA-55-7281-01A-01-TS1.5ac0ea11-2c38-4021-a0b0-703b01ba23ba,tumor_tissue
TCGA-78-7159-01A-01-BS1.a248a614-881b-471b-a683-a9ede5b3ec1e,tumor_tissue
TCGA-39-5036-01A-01-TS1.e9596e31-d551-4130-971a-feaaf8b188ad,tumor_tissue
TCGA-50-5930-11A-01-TS1.7fde4433-12f3-4594-b61b-9efa33ad0013,normal_tissue
TCGA-44-3918-01A-01-TS1.92b19e7c-b1d8-4a7c-a555-7759be21014e,tumor_tissue
TCGA-97-A4M0-01A-01-TSA.1B700ABB-DEBB-4879-A11B-B11255CE7970,tumor_tissue
TCGA-85-8277-01A-01-TS1.e48a2952-c006-4ee5-94e2-348453cde039,tumor_tissue
TCGA-05-4422-01A-01-TS1.5d361e7b-9988-4e61-80c3-268933a3f4be,tumor_tissue
TCGA-73-A9RS-01A-01-TS1.95E6E9D2-8F67-4077-AE8B-5F29699FF434,tumor_tissue
TCGA-39-5037-11A-01-TS1.feec12c5-f1a2-4dd2-9b3c-dd873cf698bc,normal_tissue
TCGA-66-2756-01A-01-BS1.31322ca4-a5bf-4ce7-aa5c-e35ce205c2f8,tumor_tissue
TCGA-NC-A5HG-01A-01-TS1.D056354C-FD4A-4088-84EB-9CAE7745C231,tumor_tissue
TCGA-96-8170-01A-01-TS1.1ad24fe9-758d-4a9d-8510-c1c73368b672,tumor_tissue
TCGA-22-0940-01A-01-BS1.de73c3ec-bb4d-4a95-b359-2095bacdc28d,tumor_tissue
TCGA-44-7671-11A-01-TS1.627a735f-29cf-4bc0-9c69-1d44348e03a8,normal_tissue
TCGA-33-4533-11A-01-BS1.ad17b67b-eafc-4985-9973-dabd341b4b17,normal_tissue
TCGA-L4-A4E5-01A-01-TSA.F2860E58-BFE8-444D-BACF-04C1594B6656,tumor_tissue
TCGA-86-7713-01A-01-TS1.40cec003-0322-413e-8544-6fd916d9ee0c,tumor_tissue
TCGA-60-2724-11A-01-TS1.3ba782aa-622d-4ce3-9c65-87c5731c6583,normal_tissue
TCGA-05-5423-01A-01-BS1.8bc9274f-19c8-4ffe-a789-7c1570d3b24e,tumor_tissue
TCGA-46-6026-01A-01-TS1.c9f78950-86fe-436e-8569-6c3b7b6935ec,tumor_tissue
TCGA-50-6594-01A-01-BS1.b2ca274e-a9dc-491e-ac64-f6cc18108eac,tumor_tissue
TCGA-69-7980-01A-01-TS1.8bbfa52c-1409-4fd6-bf6a-d7c8362adcee,tumor_tissue
TCGA-50-7109-11A-01-TS1.053905a5-d74c-4a61-95b0-ec6af8587038,normal_tissue
TCGA-56-6546-01A-01-BS1.b1a9840f-ca0e-4398-8610-0c6dd0636a57,tumor_tissue
TCGA-86-7713-11A-01-TS1.30b00886-b7f2-496c-8386-76cd8f4a74bc,normal_tissue
TCGA-34-5928-01A-01-BS1.ce6e738b-8b45-450d-8c14-c884a3c3cddc,tumor_tissue
TCGA-50-5044-01A-02-BS2.29e2c49e-528d-4b26-9528-0afe7375b3fa,tumor_tissue
TCGA-44-2655-01A-01-BS1.afd2012b-1c8f-419c-8972-289c22697d27,tumor_tissue
TCGA-51-6867-01A-01-BS1.24ded5d6-9b68-4f53-ae47-74fe4c5dd8ef,tumor_tissue
TCGA-86-8280-01A-01-BS1.f22f351e-9942-46f4-bc80-5080e2632473,tumor_tissue
TCGA-49-AAR0-01A-02-TSB.91BDF7DB-CCA3-47C0-AC8C-54C1B0D7FF13,tumor_tissue
TCGA-38-4630-11A-01-BS1.eb5fa33a-1395-416f-a1e1-de66a0ca21b2,normal_tissue
TCGA-43-2576-11A-01-TS1.a11717f9-f106-4d2a-92fc-71a9f0d15fd1,normal_tissue
TCGA-44-5643-11A-01-TS1.7288de6a-61ee-40e4-b6d3-dab5880830b1,normal_tissue
TCGA-73-4676-01A-01-BS1.0681abfa-e0e4-42d1-a510-6f530c63acd4,tumor_tissue
TCGA-43-6143-01A-01-TS1.6716067a-f179-46cf-8d38-7f7cd8b25d5d,tumor_tissue
TCGA-66-2788-01A-01-BS1.8ec8d11b-2513-4f51-8e2d-b5ca50f7be43,tumor_tissue
TCGA-49-4490-11A-01-TS1.e8bbd6a7-5b43-4889-842e-d144eabc45e7,normal_tissue
TCGA-77-A5G6-01A-01-TS1.694AEB4E-FE41-4226-899A-0481EB261B86,tumor_tissue
TCGA-50-5049-01A-01-TS1.22431092-04c2-4343-884f-029ff951589a,tumor_tissue
TCGA-85-7844-01A-01-TS1.4b71b3ec-9ce3-4010-bb43-6051fdc94594,tumor_tissue
TCGA-34-8454-01A-01-BS1.57eb576b-332b-4c9f-85e5-296eb26b6e4e,tumor_tissue
TCGA-55-8512-11A-01-TS1.2b5d1fd4-154b-41f9-ae81-fc54b7fb567c,normal_tissue
TCGA-66-2777-11A-01-TS1.a331b301-65b2-4b0e-a74a-96623e5e7b3f,normal_tissue
TCGA-44-8120-01A-01-TS1.ee68ef00-ac9e-4833-a84e-c03fb2df1d0c,tumor_tissue
TCGA-66-2792-11A-01-TS1.fb255c48-b47f-45b1-9f04-5107b8c16e4e,normal_tissue
TCGA-56-8625-01A-01-TS1.e2029f26-f024-4aa7-9696-4f804ecde2a0,tumor_tissue
TCGA-33-4589-11A-01-TS1.af51df4d-a813-49e4-a509-ded59f186315,normal_tissue
TCGA-39-5029-11A-01-TS1.7f9bfff3-68cf-416d-a839-fcb3073c149f,normal_tissue
TCGA-64-1676-01A-01-TS1.21bb0241-8048-4c6a-b8cf-65725523ae05,tumor_tissue
TCGA-21-5782-01A-01-TS1.2bc82767-b7f2-4e0a-bb30-2d0f1f22158d,tumor_tissue
TCGA-50-7109-01A-01-TS1.320c877a-f0ad-4d94-94c5-272bd52798f8,tumor_tissue
TCGA-86-7711-11A-01-TS1.5694dfcc-cff9-4a06-99d8-e177606efc7e,normal_tissue
TCGA-95-7948-01A-01-TS1.3606c6a9-6823-46e3-b5a5-71622e853363,tumor_tissue
TCGA-55-1595-11A-01-TS1.4e244253-a34c-407c-a67c-4e681feaa673,normal_tissue
TCGA-49-4486-11A-01-TS1.d6e0613f-d25a-4443-be0f-9525403d1d15,normal_tissue
TCGA-22-5477-11A-01-TS1.f67bf6f7-29a4-45ea-b663-a03ebc86391a,normal_tissue
TCGA-94-A4VJ-01A-01-TSA.416CD92F-ADBE-4DE1-AE92-BE0260DF37AF,tumor_tissue
TCGA-60-2722-11A-01-TS1.be3b8aaf-62e2-4d0a-b8e8-696279f34c5a,normal_tissue
TCGA-43-5668-01A-01-TS1.19a8b7fc-fb43-415a-a294-8c8e4175a081,tumor_tissue
TCGA-43-7657-11A-01-TS1.7de37250-e538-4040-881f-daa9395c7b69,normal_tissue
TCGA-66-2727-01A-01-BS1.3dbe8d21-3eaa-4dde-8b27-cea6211dc7d8,tumor_tissue
TCGA-43-2581-11A-01-BS1.6608bd97-a173-4ac2-abb0-c54f6f18627e,normal_tissue
TCGA-66-2781-01A-01-BS1.dc6170a3-8c58-4164-8ab5-b88c13c91fa1,tumor_tissue
TCGA-49-AARQ-11A-02-TS2.7047AE2E-2B53-4E40-8CBA-7B9C28AFDB4C,normal_tissue
TCGA-44-6775-11A-01-TS1.46b2bdf7-c9e5-4389-a939-97ea0e2ccb93,normal_tissue
TCGA-44-5645-11A-01-TS1.3cc9a6dd-63c1-4c1e-82fb-4ae91e214c0e,normal_tissue
TCGA-38-A44F-01A-01-TSA.48E36C45-F2C3-4BE6-84F5-F65FF6AA4962,tumor_tissue
TCGA-78-7149-01A-01-TS1.292fe3f0-a93f-4f9a-a9e7-bc3b64c4c1cf,tumor_tissue
TCGA-52-7622-01A-01-TS1.2b7a9ea2-41db-441a-bf47-5bb8cda87781,tumor_tissue
TCGA-77-6844-01A-01-TS1.7df391ad-2ca1-4942-b56d-b2644835c363,tumor_tissue
TCGA-50-6591-11A-01-TS1.b061aa18-a6ab-446b-9279-5e4eb6bcf546,normal_tissue
TCGA-77-7138-11A-01-TS1.0deaa3a8-5e59-4c54-b2fb-b7b980a755ce,normal_tissue
TCGA-66-2766-01A-01-BS1.7cd3178d-38d2-4a92-b397-fa0fa1e1a456,tumor_tissue
TCGA-55-8616-01A-01-TS1.7a848b5b-1460-490b-8586-7084f535fb57,tumor_tissue
TCGA-56-8629-11A-01-TS1.7886338a-ece0-412e-8ed9-60b14c1f1992,normal_tissue
TCGA-77-8156-01A-01-TS1.7e3fc66d-347f-4136-bf9a-a292c6490f40,tumor_tissue
TCGA-66-2759-11A-01-TS1.96264159-d32f-4861-acba-9a13a16a0a00,normal_tissue
TCGA-05-4418-01A-01-TS1.61b48f7c-970a-4cd9-87f7-b2da39b58842,tumor_tissue
TCGA-22-5485-01A-01-TS1.f994b8e5-2e02-4371-bcf0-0f7acfa69946,tumor_tissue
TCGA-78-8660-01A-01-TS1.6726c584-c4c2-49b7-8ded-0d38a68e56ce,tumor_tissue
TCGA-51-4080-11A-01-BS1.db7ac745-4aeb-4041-af48-f14361858f25,normal_tissue
TCGA-38-4631-11A-01-TS1.9336ec85-fb23-4df2-8a36-086537d8f1ea,normal_tissue
TCGA-38-4627-11A-01-BS1.d487565c-9552-4de0-b2ec-fb8724c8b1b9,normal_tissue
TCGA-50-5930-01A-01-TS1.a03e43a6-cac8-4a5d-98bf-00079bca56f7,tumor_tissue
TCGA-85-8481-01A-01-TS1.6cd0f1a3-5fe6-497d-9076-32cd03c59ee4,tumor_tissue
TCGA-49-AARO-11A-01-TS1.C26224AD-B3EC-47B8-9EA8-480A0D4F12F1,normal_tissue
TCGA-MN-A4N4-01A-01-TSA.1FBBCCAE-F87E-44C2-A796-A7FF6B32D88C,tumor_tissue
TCGA-55-7573-11A-01-TS1.efb9eb21-c1f8-4abf-be2e-3ecfee65c153,normal_tissue
TCGA-LA-A7SW-01A-01-TS1.C70AF8B7-8E03-4AD4-B797-F4F4AB510564,tumor_tissue
TCGA-85-8584-01A-01-TS1.2efb82b2-c4b9-43cc-8508-6a3faa8be1a0,tumor_tissue
TCGA-37-5819-01A-01-TS1.598457a2-deb3-4018-ac05-06bfada57374,tumor_tissue
TCGA-43-2578-11A-01-TS1.73e857c6-cbcf-43c4-9333-c7d994a6edfc,normal_tissue
TCGA-44-8120-11A-01-TS1.08d94b45-130a-4c1b-94fc-4bff258f84bb,normal_tissue
TCGA-S2-AA1A-01A-01-TSA.3E0FD5CE-7E85-47A8-80A4-246B10343F4B,tumor_tissue
TCGA-64-1680-01A-01-BS1.05c0cf5d-5e06-41bc-9d70-6b27639fc2fb,tumor_tissue
TCGA-21-1076-01A-01-BS1.7c3e12f1-2db9-464d-afc3-5a902abdaa00,tumor_tissue
TCGA-60-2696-11A-01-TS1.fdac1376-35f1-436d-87f4-2f92fe12324e,normal_tissue
TCGA-22-5478-11A-01-TS1.54e2631d-fabf-415e-acbb-6ea030728579,normal_tissue
TCGA-21-1071-01A-01-BS1.2a817266-2808-4557-8f7f-0d2c79ffed0d,tumor_tissue
TCGA-73-4659-01A-01-BS1.b06128bd-9e18-4a74-9b61-ec3d592fe5b2,tumor_tissue
TCGA-43-5668-11A-01-TS1.6d8ac185-f903-4df2-b378-1c1f4829796f,normal_tissue
TCGA-55-1594-01A-01-BS1.c28630c1-e648-465f-ab4d-8676fe5f8ac6,tumor_tissue
TCGA-49-4514-11A-01-BS1.03f1d9c6-b5a1-4201-8b61-2a81d8a79d80,normal_tissue
TCGA-97-8552-01A-01-TS1.24ca90a7-5762-4ab5-a404-67dfcd416f79,tumor_tissue
TCGA-33-4566-11A-01-BS1.d061c1d9-d0da-4faf-b631-43a0b50e43b0,normal_tissue
TCGA-90-7769-11A-01-TS1.603eaf0e-e79f-431b-9d05-56c6b480f9d9,normal_tissue
TCGA-43-7656-01A-01-TS1.9d4ce12f-d331-4fbd-b8e5-219be7263466,tumor_tissue
TCGA-44-2666-01B-02-BS2.2CCD891B-553C-42EA-B724-839A6A93B3A3,tumor_tissue
TCGA-75-7027-01A-01-TS1.6df106a9-3586-4c5f-a10a-006c3961ab0d,tumor_tissue
TCGA-51-4080-11A-01-TS1.530df10b-7a9c-40a0-ae9d-bd2798e3b9dd,normal_tissue
TCGA-55-6978-01A-01-TS1.3f32b6a5-109a-4b6a-beba-d9958ac0a669,tumor_tissue
TCGA-85-8052-01A-01-TS1.f5f1df76-dc4d-400f-89ea-e8936ac04e09,tumor_tissue
TCGA-85-7699-01A-01-TS1.ad1db001-2f9e-4831-a219-f0d5b431206f,tumor_tissue
TCGA-55-6975-11A-01-TS1.9bd5efc7-f279-4150-a410-19fb057f9df8,normal_tissue
TCGA-77-8138-01A-01-TS1.2d223e63-a2f4-4dcc-9f56-345eab30c75e,tumor_tissue
TCGA-33-AASJ-01A-01-TSA.FBD5BBD8-703A-4D5A-B3D5-ECA5D8C8E948,tumor_tissue
TCGA-43-7656-01A-01-BS1.e727d82a-2d93-42da-8732-baaa2adbec4f,tumor_tissue
TCGA-70-6722-01A-01-TS1.9ce9854f-30fc-4483-9cb5-f0ef765f3d58,tumor_tissue
TCGA-60-2704-01A-01-BS1.a014ebb5-3532-4c7a-8730-d3020a1f6a93,tumor_tissue
TCGA-66-2756-11A-01-BS1.7cd446aa-c39f-4aed-9a22-9c95233b2361,normal_tissue
TCGA-34-2596-11A-01-TS1.23a605a7-81fb-4c18-b21e-18878556ca4e,normal_tissue
TCGA-44-7659-11A-01-TS1.fc17a07c-16aa-415b-903d-914d8183c2db,normal_tissue
TCGA-33-AASD-01A-01-TS1.333102A0-3739-4EE2-8BE1-002B718414E7,tumor_tissue
TCGA-22-1012-01A-01-TS1.00053cac-2fef-4839-866f-25e15e61f568,tumor_tissue
TCGA-MP-A4TC-01A-01-TS1.2C09E387-BF15-4ED1-944A-D27EE4972287,tumor_tissue
TCGA-46-3765-01A-01-BS1.9c425222-0547-43dd-8f35-6ccdcd0ce915,tumor_tissue
TCGA-50-6673-11A-01-TS1.b3357107-74e8-4ddc-9e41-48620b71fded,normal_tissue
TCGA-34-7107-01A-01-TS1.cd0d4a28-72df-4cec-b552-c1999bfa3dbc,tumor_tissue
TCGA-44-6779-11A-01-TS1.bf370e2c-f74c-4a3d-9674-7c749d1f6559,normal_tissue
TCGA-78-7167-11A-01-TS1.1847d365-919d-4b8b-9d03-33a246874206,normal_tissue
TCGA-22-5483-01A-01-TS1.5a93b7ff-758e-4cf0-954b-e517c22a87ff,tumor_tissue
TCGA-66-2754-01A-01-BS1.3a7fe080-9b6e-47ba-a9de-6c2e4698fd22,tumor_tissue
TCGA-34-2608-11A-01-BS1.61e20d35-16eb-46a8-8531-5d9b0b676af7,normal_tissue
TCGA-66-2758-01A-02-BS2.bb7edf06-f50a-47d7-9236-3f1b53a722c9,tumor_tissue
TCGA-66-2753-11A-01-BS1.c6cc291d-fbe2-45da-860a-c284af3094c8,normal_tissue
TCGA-70-6723-01A-01-BS1.e73f0fe7-fa5e-4aab-aa4e-cdf425554512,tumor_tissue
TCGA-55-8505-01A-01-TS1.9b370e90-be02-47eb-a036-858837d74e3a,tumor_tissue
TCGA-44-6147-01A-01-BS1.cfa99719-2df2-4b32-be20-2c96483727cb,tumor_tissue
TCGA-05-4244-01A-01-BS1.90f043f6-e8d5-4cfd-b4e7-84207bc499a6,tumor_tissue
TCGA-22-4595-01A-01-BS1.f187df54-c822-4089-84dc-2bdbf3a4c157,tumor_tissue
TCGA-85-7696-01A-01-TS1.864d5510-8423-42a8-87fe-51f90a3ce556,tumor_tissue
TCGA-39-5016-11A-01-TS1.b10ea4a2-18a5-4a77-9472-29e5da450dae,normal_tissue
TCGA-66-2742-11A-01-BS1.11981d1c-8a02-48ac-bc2c-8cde949427df,normal_tissue
TCGA-J2-A4AG-01A-01-TSA.626552CF-7A7C-45C5-BCA7-4F58F3E753FC,tumor_tissue
TCGA-55-8299-11A-01-TS1.ee910b9a-5cbe-46b3-8731-c6a72654e28b,normal_tissue
TCGA-75-5147-01A-01-BS1.f958bf68-4cd4-4301-a880-3b24e7bcf7c9,tumor_tissue
TCGA-60-2716-01A-01-TS1.faea6b09-bdb4-4732-8f07-05afe77cc9fd,tumor_tissue
TCGA-56-7223-01A-01-TS1.413074b3-0f68-4dc0-a4e9-b06f3525bf4f,tumor_tissue
TCGA-60-2707-11A-01-TS1.95bbfe56-8ff5-4596-8534-06f98e8a0c40,normal_tissue
TCGA-49-6743-01A-01-BS1.a59ea9e1-f418-4882-b628-0039a2dd4bbd,tumor_tissue
TCGA-J2-8194-11A-01-TS1.e0e2e89d-e253-43d2-96fb-beb7a58c5037,normal_tissue
TCGA-56-7580-11A-01-TS1.7817dccc-b8b4-41c6-878d-89bbcf1a3110,normal_tissue
TCGA-67-3771-01A-01-BS1.8bcf3f0b-fedd-4eb0-8e29-585ddd074805,tumor_tissue
TCGA-22-0944-01A-01-BS1.c6a6fde2-222e-4da7-8baa-82ddc9e085a2,tumor_tissue
TCGA-44-4112-11A-03-TSC.56057295-8700-4E13-8AC8-A03FAFFCE781,normal_tissue
TCGA-77-A5GF-01A-02-TS2.B19970A6-BBBE-4A41-9A9F-ABF673A213BE,tumor_tissue
TCGA-55-8615-11A-01-TS1.0adda36d-9ed7-4a75-87a6-f91a712fe61c,normal_tissue
TCGA-66-2727-11A-01-BS1.ca92e8cc-c570-4722-be97-e8fb053fc087,normal_tissue
TCGA-66-2800-11A-01-BS1.231d8a5f-f295-468d-bf6b-d387e605edae,normal_tissue
TCGA-38-4629-01A-01-BS1.54a70eed-841a-4ec2-baca-f0546d78b60c,tumor_tissue
TCGA-33-4532-11A-01-TS1.1d4e171d-673a-4f53-a92d-20bcbaba214e,normal_tissue
TCGA-05-4424-01A-02-BS2.f6633661-43a2-40d8-9525-91b7145405dd,tumor_tissue
TCGA-46-3767-01A-01-BS1.dae112ca-4c8b-4338-8656-b3767f92cde2,tumor_tissue
TCGA-71-8520-01A-01-TS1.1ee52fdf-0a3d-47f1-a73e-fc488e353f71,tumor_tissue
TCGA-43-2581-11A-01-TS1.25f93ebd-de83-4954-814d-96047b98f70f,normal_tissue
TCGA-50-5939-01A-01-TS1.a75a4c4e-3fd0-454e-96a7-9657c5139a81,tumor_tissue
TCGA-86-8672-01A-01-BS1.228338a2-10cb-499c-9f8d-8a3e287a2ea4,tumor_tissue
TCGA-62-8397-01A-01-TS1.faf5296f-faaf-4d36-8f49-488aa9828182,tumor_tissue
TCGA-56-A5DR-01A-01-TS1.11A39D71-8B66-4106-B43B-AB5652B25E90,tumor_tissue
TCGA-50-5051-01A-02-BS2.1bdbee1f-f24b-4a65-afb2-3e80e81ff462,tumor_tissue
TCGA-78-7167-01A-01-BS1.7777a8a1-9d69-41b7-8e02-4e1bd4795624,tumor_tissue
TCGA-18-3419-01A-01-TS1.2fbc3ed1-8e87-4012-a0cb-5dfb6af272b3,tumor_tissue
TCGA-78-8640-01A-01-TS1.bf7a20d4-28f0-4ddc-91f6-03389e12a019,tumor_tissue
TCGA-51-4079-11A-01-TS1.8a22d88d-afcc-4a61-b267-780d5d738f36,normal_tissue
TCGA-60-2709-11A-01-BS1.177526d2-5863-4829-ad4b-7de930de16ad,normal_tissue
TCGA-67-6215-01A-01-BS1.d10d04fe-ce17-4011-ae46-7b8a10d8551d,tumor_tissue
TCGA-92-8064-01A-01-TS1.1f3315f0-240a-483f-a4e2-d0f8f47162b6,tumor_tissue
TCGA-62-8394-11A-01-TS1.58ff7213-0883-4d88-bf5a-1c63df03c305,normal_tissue
TCGA-78-7160-01A-01-TS1.96723471-7a98-4954-9b82-a15d4b0a0f65,tumor_tissue
TCGA-22-4607-11A-01-BS1.f5e20591-5eb4-4e71-b25a-039da5590637,normal_tissue
TCGA-39-5039-11A-01-TS1.838e9f63-9cd7-4342-a0a2-047fd7771e3b,normal_tissue
TCGA-22-5478-01A-01-TS1.2f35a1f4-b958-4427-a74e-b9e6a78bb48e,tumor_tissue
TCGA-MP-A4TJ-01A-05-TSE.665B2D35-EAD3-46B6-9784-37CFE51412ED,tumor_tissue
TCGA-51-4081-11A-01-TS1.10ecf62d-d270-4d74-a86d-dcc13ff09549,normal_tissue
TCGA-18-4083-01A-01-BS1.4843bd2a-7f8d-41d7-98dc-f8d7bcbc0843,tumor_tissue
TCGA-56-8309-11A-01-TS1.c94bfcec-61e2-41c6-b0b7-8da3f1940652,normal_tissue
TCGA-51-6867-01A-01-TS1.6e5b5487-8e8a-4448-bb9f-9e904196566c,tumor_tissue
TCGA-69-8254-01A-01-TS1.f326ae41-40b0-4eeb-8b8d-0f8b413853b4,tumor_tissue
TCGA-55-7576-01A-01-TS1.70c5cd1c-90bf-4c2e-9abf-ca8d87f86098,tumor_tissue
TCGA-NK-A5D1-01A-01-TS1.4CD93F36-615F-4B93-8192-92CE83B2A202,tumor_tissue
